id,img,label,text,predicted_label,inference_path
61234,img/61234.png,0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them,,
59064,img/59064.png,0,keep it up and you'll get some regime change,,
17634,img/17634.png,0,when she's mad at you but you want her attention,,
3246,img/03246.png,0,mobile nun,,
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,,
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,,
49630,img/49630.png,0,if they aren't meant to cook why do they have eggs and milk inside them,,
60173,img/60173.png,0,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class",,
38490,img/38490.png,0,"""people are tired of the same, old ideas"" says the 74 year old socialist",,
68423,img/68423.png,0,don't get me started about your tranny problems,,
76258,img/76258.png,1,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh,,
39652,img/39652.png,0,donald trump proving you don't have to be poor to be trailer trash,,
70435,img/70435.png,1,this one time at camp we got so baked,,
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,,
37402,img/37402.png,0,when your stoner friend looks in your fridge,,
26795,img/26795.png,0,i put brake fluid in my meth... now i can stop whenever i want,,
60317,img/60317.png,0,when your goat hits your g-spot,,
34805,img/34805.png,0,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time,,
1389,img/01389.png,0,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us,,
80361,img/80361.png,1,thanks trump for my new job making america white again,,
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,,
15283,img/15283.png,0,march 8th international women's day,,
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich",,
96153,img/96153.png,0,jokes don't kill people they kill people,,
63917,img/63917.png,0,if he's marrying me then why's he fucking a goat,,
38529,img/38529.png,0,"fuck you, asshole how's that for customer service?",,
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,,
79054,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while,,
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!",,
7698,img/07698.png,0,"go ahead, call the cops see who cums first",,
1896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism,,
76354,img/76354.png,0,animals enjoy motorcycle rides too,,
80237,img/80237.png,0,when nobody knew who you were until you got on your knees,,
71045,img/71045.png,0,cutest little beagle in the whole wide world,,
67084,img/67084.png,0,creeps into your childs room empties his sack,,
68507,img/68507.png,1,black chicks even the white ones are ugly,,
58096,img/58096.png,0,grandma is not getting run over by a reindeer this year!!,,
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,,
26043,img/26043.png,0,love is love is love is love,,
26031,img/26031.png,0,muslims in a predominantly christian nation christians in a predominantly muslim nation,,
64701,img/64701.png,0,"well judge, made me do it all remember it was me who first said was kenyan",,
26495,img/26495.png,1,when your goat tells you she ain't on the pil,,
81963,img/81963.png,0,the old lady treats arthur to some delicious cookies she's baked,,
56972,img/56972.png,0,so i prayed over him like this and i made sure he felt the lord inside him,,
83127,img/83127.png,0,been dropping blessings all year like,,
10827,img/10827.png,0,watch out i'll put a bomb in your car,,
56378,img/56378.png,1,i'm not racist. racism is a crime and crime is only for blacks,,
50273,img/50273.png,0,"""where did you learn to make kool-aid like that britney?""",,
25397,img/25397.png,1,what do you call a black guy in a tree with a briefcase.. a branch manager,,
46058,img/46058.png,0,when you beat up a black kid and get arrested for propriety damage,,
6218,img/06218.png,0,thats a little savage,,
2849,img/02849.png,1,abba ree i can fryyy,,
69042,img/69042.png,0,"did i just hear grandma tell me ""no""",,
41853,img/41853.png,0,shes got them summer teeth summer here summer missing,,
70652,img/70652.png,0,when you her ass and then she say that she don't suck dick.. wayment,,
27943,img/27943.png,0,batman! thank god you've arrived!,,
68159,img/68159.png,0,learning to ride a bike,,
91704,img/91704.png,1,when you finger a girl from auschwitz,,
94823,img/94823.png,0,obama voters,,
63285,img/63285.png,1,"he's like 20 and still plays video games bitch please, yall 15 and pregnant",,
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,,
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat",,
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***",,
94351,img/94351.png,1,hmmm minyoda i am beat women i must,,
27489,img/27489.png,0,how do we destroy the patriarchy? it's simple. we eat it,,
81394,img/81394.png,0,"""i went to walmart and picked up a new sandwich maker.""",,
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!",,
71906,img/71906.png,0,when you feel beautiful no matter what the haters say,,
81265,img/81265.png,0,you'd be angry too if you found out they cancelled your favorite show,,
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,,
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,,
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:",,
31025,img/31025.png,0,i refuse to debate gun control with folks who eat soap and are confused on which pisser to use,,
68042,img/68042.png,0,i think i almost got my dishwasher working,,
70549,img/70549.png,0,the old lady shows arthur what she used to do during the war,,
48612,img/48612.png,0,that's where the new skyscraper is going to come up,,
5183,img/05183.png,0,when you run out of bras and have to hold the girls up on your own,,
27430,img/27430.png,0,both men and women sacrificed in different ways but it was all to protect their comfortable home,,
13859,img/13859.png,0,the fuck did you just say?,,
68379,img/68379.png,1,i can put up with muslims killing canadians but i absolutely will not tolerate canadians criticizing muslims,,
25037,img/25037.png,0,"i am 73 years old. who's going to ask how i do it??,,,",,
16380,img/16380.png,0,felling cute might fuck a goat later. idk,,
25861,img/25861.png,0,how to get out of a gym contract,,
59478,img/59478.png,1,his grandparents died in the holocaust so we gonna put an oven in the trunk,,
71249,img/71249.png,0,islamic warrior's funeral in palestine,,
12673,img/12673.png,0,how it feels being a military spouse over 30,,
74235,img/74235.png,0,chloroform puts the sensual back into non-consensual,,
63275,img/63275.png,0,what do you mean happy columbus day?,,
17830,img/17830.png,0,exfoliating with the tears of my haters,,
48625,img/48625.png,0,reaction to a home invasion non gun owner: we're gunna die!!! gun owner: i'm your huckleberry,,
93216,img/93216.png,0,when you have flashbacks from wwii,,
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!",,
43201,img/43201.png,0,i didn't choose the tranny life the tranny life choose me,,
38127,img/38127.png,0,how the co looks when he tells the crew were not getting mail on the next ras,,
53962,img/53962.png,0,i support americans even though some of them are really hating on me right now,,
76213,img/76213.png,0,dark humor is like him '' it never gets old,,
28317,img/28317.png,0,tries to send killers to kill dante in dantes inferno,,
3251,img/03251.png,0,it is disgusting to laugh at gender dysphoria,,
9132,img/09132.png,0,based in america,,
54973,img/54973.png,0,this is what vitiligo looks like,,
4651,img/04651.png,0,what every muslim looks like to me,,
78560,img/78560.png,0,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you""",,
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,,
16490,img/16490.png,1,i said glass of juice not gas the jews,,
13876,img/13876.png,1,can i get an order of savage with no chili please,,
80239,img/80239.png,0,when you ask your girlfriend who tf is texting her at 1:47 a.m,,
19540,img/19540.png,0,mississippi wind chime,,
61927,img/61927.png,0,auditioned for jazz band not enough soul,,
52903,img/52903.png,1,throwing off a gay one with the boys,,
56389,img/56389.png,1,no means no unless she's dyslexic then it's on,,
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?",,
74038,img/74038.png,0,when it comes to acting scarlett johansson has amazing tits,,
86530,img/86530.png,0,influence elections? haha that's a hoax,,
92450,img/92450.png,0,to bad i don't speak peasant .!,,
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things",,
94721,img/94721.png,0,never forget the holocaust,,
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,,
27034,img/27034.png,1,record black employment record black welfare record black imprisonment,,
67198,img/67198.png,0,happy and stupid,,
9347,img/09347.png,0,when you step on a landmine but you do not weigh enough,,
54276,img/54276.png,0,fuck i stepped in shit,,
36472,img/36472.png,0,when you finger an asian girl,,
15938,img/15938.png,0,"10-4 copy that, approaching the suspect",,
87049,img/87049.png,0,pauline hanson warns: obey our our rules our rules or go back where you came from!,,
54761,img/54761.png,0,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof",,
30628,img/30628.png,0,"and to think, i almost swallowed you",,
91375,img/91375.png,0,bank took your house? that must be tough,,
87530,img/87530.png,0,hey kids for a good time dial #666-hotdawg,,
5129,img/05129.png,1,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth",,
34658,img/34658.png,1,"pissed off two men becuase i refered to them as hipsters apparently the correct term is ""conjoined twins""",,
42387,img/42387.png,0,any girls a squirter if you sever an artery,,
67415,img/67415.png,1,the tranny your you been girlfriend fucking,,
86054,img/86054.png,0,friendly reminder: a hooker and con man are in the white house fucking things up,,
29517,img/29517.png,0,they told me i could become anything so i became a scarecrow,,
28704,img/28704.png,0,our voice can change history for better or...worse,,
72531,img/72531.png,0,indians evolution after 15august1947,,
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,,
7249,img/07249.png,0,obama throws first pitch at an all-star game,,
75403,img/75403.png,0,no difference between both,,
30948,img/30948.png,0,how it feels to chew peppermint gum after biting a jalapeno,,
38245,img/38245.png,0,when you eat your rehab romance booty in the laundry room but she's day 3 sick,,
89160,img/89160.png,0,live your life every moment,,
93658,img/93658.png,0,i like offending people because i think people who get offended should be offended,,
32046,img/32046.png,0,smoke pours from the wtc on 911,,
4568,img/04568.png,0,me during no shave november,,
54817,img/54817.png,1,"i had twins with my third husband, which i conceived while married to my first husband, and delivered while married to my second husband, who adopted them before i divorced him and married my third husband. but that was then, now i'm married to my fourth husband. i'm just an evangelical who believes in the sanctity of marriage",,
42786,img/42786.png,0,"she literally tweeted ""let's make gas chambers great again""",,
58197,img/58197.png,0,once you go black so does your face,,
92185,img/92185.png,0,running tired of bitches from the dick? i give you the clamp that bitch down 3000,,
38704,img/38704.png,1,chicken niggers,,
75481,img/75481.png,0,this has nothing to do with this post but i have 2 barely fucked goats for sale,,
42309,img/42309.png,1,"we're new, bold, and we hate you! we hate whites, jews, christians, conservatives, republicans, & patriots",,
4253,img/04253.png,0,sad world history,,
28971,img/28971.png,0,it wasn't my fault my truck has tranny issue's,,
26741,img/26741.png,0,on behalf of nsw go f@#k yourself queensland,,
3685,img/03685.png,0,not all angels reside in heaven.. many walk the battlefield.,,
40286,img/40286.png,0,when each letter is a mental disorder,,
14695,img/14695.png,0,my dad is the best at hide and seek he's been gone for 15 years,,
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,,
54397,img/54397.png,0,when another dog pees on your lawn,,
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,,
1392,img/01392.png,0,hello jesus thanks for making a way!,,
67219,img/67219.png,0,that's right white crackers,,
14697,img/14697.png,0,"everyone knows hitting appliances that stop working, sometimes fixes the problem",,
68194,img/68194.png,0,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",,
32468,img/32468.png,0,be sure to spay or neuter your spouse today,,
1524,img/01524.png,1,when you catch your goat with another man,,
60937,img/60937.png,0,mississippi wind chime,,
75428,img/75428.png,1,black people: damn y'all crackas some bitches y'all so sensitive lmao mayo ass crackas white people: black people:,,
67512,img/67512.png,0,in alcohols defense i've made some pretty shitty decisions while sober,,
83492,img/83492.png,0,"when someone starts acting all friendly, but you already know what they really are",,
94617,img/94617.png,0,burning things that don't mean anything to you,,
65320,img/65320.png,0,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,,
32765,img/32765.png,0,if you outlaw abortions abortions will just happen illegally but if you outlaw guns we will all be safe from gun crime,,
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,,
65413,img/65413.png,0,the thing about deeply depressed people is we don't smile with our teeth we smile with our eyes,,
76034,img/76034.png,0,my momma... momma says girls are the devil,,
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,,
36981,img/36981.png,0,"when someone says, ""money can't buy happiness."" then explain these.",,
63140,img/63140.png,0,and then i said homosexuals can go to heaven,,
68307,img/68307.png,0,just like that democrats who said you aren't mature enough to own a gun til 21 decided you are mature enough to vote on laws about guns at 16,,
